location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName,FrequencyCutoff,FrequencyCutoff90,FrequencyCutoff95,FrequencyCutoff99
07022224.wav,Domestic clock striking nine o'clock. (English domestic clock with double-strike mechanism.),29,,EC48V,English Domestic Clock: Double Strike,9,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022223.wav,Domestic clock striking eight o'clock. (English domestic clock with double-strike mechanism.),25,,EC48V,English Domestic Clock: Double Strike,8,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022197.wav,Cuckoo clock striking six o'clock. (Cuckoo & chimes.),10,,EC48T,Cuckoo Clock (Cuckoo & Chimes),6,3.0,clock,6416.89453125,1205.859375,2928.515625,6416.89453125
07022198.wav,Cuckoo clock striking seven o'clock. (Cuckoo & chimes.),11,,EC48T,Cuckoo Clock (Cuckoo & Chimes),7,3.0,clock,5857.03125,1205.859375,2928.515625,5857.03125
07022199.wav,Cuckoo clock striking eight o'clock. (Cuckoo & chimes.),11,,EC48T,Cuckoo Clock (Cuckoo & Chimes),8,3.0,clock,6201.5625,1291.9921875,2971.58203125,6201.5625
07022200.wav,Cuckoo clock striking nine o'clock. (Cuckoo & chimes.),12,,EC48T,Cuckoo Clock (Cuckoo & Chimes),9,3.0,clock,6416.89453125,1507.32421875,3014.6484375,6416.89453125
07022201.wav,Cuckoo clock striking ten o'clock. (Cuckoo & chimes.),14,,EC48T,Cuckoo Clock (Cuckoo & Chimes),10,3.0,clock,6158.49609375,1291.9921875,3057.71484375,6158.49609375
07022202.wav,Cuckoo clock striking eleven o'clock. (Cuckoo & chimes.),14,,EC48T,Cuckoo Clock (Cuckoo & Chimes),11,3.0,clock,5770.8984375,1205.859375,2928.515625,5770.8984375
07022203.wav,Cuckoo clock striking twelve o'clock. (Cuckoo & chimes.),15,,EC48T,Cuckoo Clock (Cuckoo & Chimes),12,3.0,clock,6115.4296875,1205.859375,2971.58203125,6115.4296875
07022204.wav,Cuckoo clock striking one o'clock. (Cuckoo only.),6,,EC48U,Cuckoo Clock (Cuckoo Only),1,3.0,clock,6158.49609375,3057.71484375,4091.30859375,6158.49609375
07022205.wav,Cuckoo clock striking two o'clock. (Cuckoo only.),6,,EC48U,Cuckoo Clock (Cuckoo Only),2,3.0,clock,5857.03125,2627.05078125,3832.91015625,5857.03125
07022206.wav,Cuckoo clock striking three o'clock. (Cuckoo only.),6,,EC48U,Cuckoo Clock (Cuckoo Only),3,3.0,clock,5684.765625,1248.92578125,3100.78125,5684.765625
07022207.wav,Cuckoo clock striking four o'clock. (Cuckoo only.),7,,EC48U,Cuckoo Clock (Cuckoo Only),4,3.0,clock,5340.234375,1205.859375,2842.3828125,5340.234375
07022208.wav,Cuckoo clock striking five o'clock. (Cuckoo only.),8,,EC48U,Cuckoo Clock (Cuckoo Only),5,3.0,clock,5167.96875,1205.859375,2627.05078125,5167.96875
07022195.wav,Cuckoo clock striking four o'clock. (Cuckoo & chimes.),8,,EC48T,Cuckoo Clock (Cuckoo & Chimes),4,3.0,clock,6416.89453125,1205.859375,2928.515625,6416.89453125
07022209.wav,Cuckoo clock striking six o'clock. (Cuckoo only.),8,,EC48U,Cuckoo Clock (Cuckoo Only),6,3.0,clock,5297.16796875,1205.859375,2497.8515625,5297.16796875
07022211.wav,Cuckoo clock striking eight o'clock. (Cuckoo only.),10,,EC48U,Cuckoo Clock (Cuckoo Only),8,3.0,clock,4220.5078125,1205.859375,1205.859375,4220.5078125
07022212.wav,Cuckoo clock striking nine o'clock. (Cuckoo only.),11,,EC48U,Cuckoo Clock (Cuckoo Only),9,3.0,clock,4177.44140625,1205.859375,1205.859375,4177.44140625
07022213.wav,Cuckoo clock striking ten o'clock. (Cuckoo only.),11,,EC48U,Cuckoo Clock (Cuckoo Only),10,3.0,clock,4091.30859375,1205.859375,1205.859375,4091.30859375
07022214.wav,Cuckoo clock striking eleven o'clock. (Cuckoo only.),12,,EC48U,Cuckoo Clock (Cuckoo Only),11,3.0,clock,4220.5078125,1205.859375,1205.859375,4220.5078125
07022215.wav,Cuckoo clock striking twelve o'clock. (Cuckoo only.),13,,EC48U,Cuckoo Clock (Cuckoo Only),12,3.0,clock,4091.30859375,1205.859375,1205.859375,4091.30859375
07022216.wav,Domestic clock striking one o'clock. (English domestic clock with double-strike mechanism.),13,,EC48V,English Domestic Clock: Double Strike,1,3.0,clock,1291.9921875,1248.92578125,1248.92578125,1291.9921875
07022217.wav,Domestic clock striking two o'clock. (English domestic clock with double-strike mechanism.),14,,EC48V,English Domestic Clock: Double Strike,2,3.0,clock,1291.9921875,1248.92578125,1248.92578125,1291.9921875
07022218.wav,Domestic clock striking three o'clock. (English domestic clock with double-strike mechanism.),17,,EC48V,English Domestic Clock: Double Strike,3,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022219.wav,Domestic clock striking four o'clock. (English domestic clock with double-strike mechanism.),18,,EC48V,English Domestic Clock: Double Strike,4,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022220.wav,Domestic clock striking five o'clock. (English domestic clock with double-strike mechanism.),20,,EC48V,English Domestic Clock: Double Strike,5,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022221.wav,Domestic clock striking six o'clock. (English domestic clock with double-strike mechanism.),21,,EC48V,English Domestic Clock: Double Strike,6,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022222.wav,Domestic clock striking seven o'clock. (English domestic clock with double-strike mechanism.),23,,EC48V,English Domestic Clock: Double Strike,7,3.0,clock,1291.9921875,1205.859375,1248.92578125,1291.9921875
07022210.wav,Cuckoo clock striking seven o'clock. (Cuckoo only.),9,,EC48U,Cuckoo Clock (Cuckoo Only),7,3.0,clock,4608.10546875,1205.859375,1894.921875,4608.10546875
07022132.wav,"Domestic clock striking six o'clock. (English domestic clock, manufactured 1810.)",32,,EC48L,"Domestic Clock (English, 1810)",12,3.0,clock,9560.7421875,6933.69140625,7708.88671875,9560.7421875
07022131.wav,"Domestic clock striking five o'clock. (English domestic clock, manufactured 1810.)",30,,EC48L,"Domestic Clock (English, 1810)",11,3.0,clock,9560.7421875,6933.69140625,7838.0859375,9560.7421875
07022130.wav,"Domestic clock striking four o'clock. (English domestic clock, manufactured 1810.)",29,,EC48L,"Domestic Clock (English, 1810)",10,3.0,clock,9560.7421875,6933.69140625,7751.953125,9560.7421875
07022073.wav,Domestic clock striking ten o'clock. (Domestic clock with heavy gong.),31,,EC48G,Domestic Clock (Heavy Gong),1,3.0,clock,1765.72265625,689.0625,990.52734375,1765.72265625
07022074.wav,Domestic clock striking eleven o'clock. (Domestic clock with heavy gong.),32,,EC48G,Domestic Clock (Heavy Gong),2,3.0,clock,1765.72265625,689.0625,990.52734375,1765.72265625
07022075.wav,Domestic clock striking twelve o'clock. (Domestic clock with heavy gong.),34,,EC48G,Domestic Clock (Heavy Gong),3,3.0,clock,1765.72265625,689.0625,990.52734375,1765.72265625
07022076.wav,Domestic clock striking one o'clock. (Domestic clock with heavy gong.),13,,EC48G,Domestic Clock (Heavy Gong),4,3.0,clock,1894.921875,689.0625,1248.92578125,1894.921875
07022077.wav,Domestic clock striking two o'clock. (Domestic clock with heavy gong.),16,,EC48G,Domestic Clock (Heavy Gong),5,3.0,clock,2110.25390625,775.1953125,1378.125,2110.25390625
07022078.wav,Domestic clock striking three o'clock. (Domestic clock with heavy gong.),17,,EC48G,Domestic Clock (Heavy Gong),6,3.0,clock,1894.921875,689.0625,1248.92578125,1894.921875
07022079.wav,Domestic clock striking four o'clock. (Domestic clock with heavy gong.),20,,EC48G,Domestic Clock (Heavy Gong),7,3.0,clock,1851.85546875,689.0625,1033.59375,1851.85546875
07022080.wav,Domestic clock striking five o'clock. (Domestic clock with heavy gong.),21,,EC48G,Domestic Clock (Heavy Gong),8,3.0,clock,1808.7890625,689.0625,1033.59375,1808.7890625
07022081.wav,Domestic clock striking six o'clock. (Domestic clock with heavy gong.),23,,EC48G,Domestic Clock (Heavy Gong),9,3.0,clock,1765.72265625,689.0625,1033.59375,1765.72265625
07022082.wav,Domestic clock striking seven o'clock. (Domestic clock with heavy gong.),25,,EC48G,Domestic Clock (Heavy Gong),10,3.0,clock,1765.72265625,689.0625,1033.59375,1765.72265625
07022083.wav,Domestic clock striking eight o'clock. (Domestic clock with heavy gong.),26,,EC48G,Domestic Clock (Heavy Gong),11,3.0,clock,1808.7890625,689.0625,1033.59375,1808.7890625
07022084.wav,Domestic clock striking nine o'clock. (Domestic clock with heavy gong.),29,,EC48G,Domestic Clock (Heavy Gong),12,3.0,clock,1765.72265625,689.0625,1033.59375,1765.72265625
07022085.wav,Domestic clock striking ten o'clock. (Domestic clock with double-strike mechanism.),23,,EC48H,Domestic Clock (Bell: Double-Strike),1,3.0,clock,2928.515625,1722.65625,1765.72265625,2928.515625
07022086.wav,Domestic clock striking eleven o'clock. (Domestic clock with double-strike mechanism.),23,,EC48H,Domestic Clock (Bell: Double-Strike),2,3.0,clock,2928.515625,1722.65625,1765.72265625,2928.515625
07022087.wav,Domestic clock striking twelve o'clock. (Domestic clock with double-strike mechanism.),24,,EC48H,Domestic Clock (Bell: Double-Strike),3,3.0,clock,2928.515625,1722.65625,1765.72265625,2928.515625
07022088.wav,Domestic clock striking one o'clock. (Domestic clock with double-strike mechanism.),11,,EC48H,Domestic Clock (Bell: Double-Strike),4,3.0,clock,2928.515625,1722.65625,2540.91796875,2928.515625
07022089.wav,Domestic clock striking two o'clock. (Domestic clock with double-strike mechanism.),12,,EC48H,Domestic Clock (Bell: Double-Strike),5,3.0,clock,2928.515625,1722.65625,1765.72265625,2928.515625
07022090.wav,Domestic clock striking three o'clock. (Domestic clock with double-strike mechanism.),13,,EC48H,Domestic Clock (Bell: Double-Strike),6,3.0,clock,2928.515625,1722.65625,1765.72265625,2928.515625
07022091.wav,Domestic clock striking four o'clock. (Domestic clock with double-strike mechanism.),15,,EC48H,Domestic Clock (Bell: Double-Strike),7,3.0,clock,2971.58203125,1765.72265625,1765.72265625,2971.58203125
07022092.wav,Domestic clock striking five o'clock. (Domestic clock with double-strike mechanism.),16,,EC48H,Domestic Clock (Bell: Double-Strike),8,3.0,clock,2971.58203125,1765.72265625,1765.72265625,2971.58203125
07022093.wav,Domestic clock striking six o'clock. (Domestic clock with double-strike mechanism.),17,,EC48H,Domestic Clock (Bell: Double-Strike),9,3.0,clock,2971.58203125,1765.72265625,1765.72265625,2971.58203125
07022094.wav,Domestic clock striking seven o'clock. (Domestic clock with double-strike mechanism.),18,,EC48H,Domestic Clock (Bell: Double-Strike),10,3.0,clock,2971.58203125,1765.72265625,1765.72265625,2971.58203125
07022095.wav,Domestic clock striking eight o'clock. (Domestic clock with double-strike mechanism.),19,,EC48H,Domestic Clock (Bell: Double-Strike),11,3.0,clock,2971.58203125,1722.65625,1765.72265625,2971.58203125
07022096.wav,Domestic clock striking nine o'clock. (Domestic clock with double-strike mechanism.),21,,EC48H,Domestic Clock (Bell: Double-Strike),12,3.0,clock,2971.58203125,1722.65625,1765.72265625,2971.58203125
07022097.wav,Domestic clock striking ten o'clock. (Domestic clock with heavy double-strike mechanism.),32,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),1,3.0,clock,2670.1171875,1765.72265625,1851.85546875,2670.1171875
07022072.wav,Domestic clock striking nine o'clock. (Mid-perspective recording of domestic clock with bell.),24,,EC48F,Domestic Clock (Bell: Mid-Perspective),12,3.0,clock,10163.671875,6503.02734375,8182.6171875,10163.671875
07022071.wav,Domestic clock striking eight o'clock. (Mid-perspective recording of domestic clock with bell.),21,,EC48F,Domestic Clock (Bell: Mid-Perspective),11,3.0,clock,10163.671875,6503.02734375,8225.68359375,10163.671875
07022070.wav,Domestic clock striking seven o'clock. (Mid-perspective recording of domestic clock with bell.),19,,EC48F,Domestic Clock (Bell: Mid-Perspective),10,3.0,clock,14341.11328125,7105.95703125,8484.08203125,14341.11328125
07070144.wav,Grandfather clock (1710) - strikes 12,28,Clocks: Grandfather,ECD104,Time - Clocks & Bells,1,3.0,clock,12704.58984375,9517.67578125,9646.875,12704.58984375
07016222.wav,Christchurch College clock striking one o'clock.,31,,EC36W,"Christchurch College Clock, Oxford",4,3.0,clock,2196.38671875,1119.7265625,1162.79296875,2196.38671875
07016223.wav,Christchurch College clock striking two o'clock.,29,,EC36W,"Christchurch College Clock, Oxford",5,3.0,clock,2842.3828125,990.52734375,1421.19140625,2842.3828125
07016224.wav,Christchurch College clock striking three o'clock.,33,,EC36W,"Christchurch College Clock, Oxford",6,3.0,clock,2842.3828125,947.4609375,1378.125,2842.3828125
07016225.wav,Christchurch College clock striking four o'clock.,37,,EC36W,"Christchurch College Clock, Oxford",7,3.0,clock,2842.3828125,990.52734375,1636.5234375,2842.3828125
07016226.wav,Christchurch College clock striking five o'clock.,40,,EC36W,"Christchurch College Clock, Oxford",8,3.0,clock,2842.3828125,947.4609375,1421.19140625,2842.3828125
07016227.wav,Christchurch College clock striking six o'clock.,44,,EC36W,"Christchurch College Clock, Oxford",9,3.0,clock,2842.3828125,947.4609375,1421.19140625,2842.3828125
07016228.wav,Christchurch College clock striking seven o'clock.,48,,EC36W,"Christchurch College Clock, Oxford",10,3.0,clock,2842.3828125,947.4609375,1378.125,2842.3828125
07016229.wav,Christchurch College clock striking eight o'clock.,51,,EC36W,"Christchurch College Clock, Oxford",11,3.0,clock,2842.3828125,990.52734375,1421.19140625,2842.3828125
07002213.wav,"Outdoor clock striking, chimes & 3 o'clock  SS. Peter & Paul ",46,,EC105Q,Outdoor Clock,6,3.0,clock,2842.3828125,1593.45703125,1981.0546875,2842.3828125
07016231.wav,Christchurch College clock striking ten o'clock.,58,,EC36X,"Christchurch College Clock, Oxford",2,3.0,clock,2799.31640625,947.4609375,1378.125,2799.31640625
07016232.wav,Christchurch College clock striking eleven o'clock.,62,,EC36X,"Christchurch College Clock, Oxford",3,3.0,clock,2842.3828125,947.4609375,1378.125,2842.3828125
07016233.wav,Christchurch College clock striking twelve o'clock.,66,,EC36X,"Christchurch College Clock, Oxford",4,3.0,clock,2799.31640625,947.4609375,1378.125,2799.31640625
07022098.wav,Domestic clock striking eleven o'clock. (Domestic clock with heavy double-strike mechanism.),34,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),2,3.0,clock,2756.25,1765.72265625,1894.921875,2756.25
07016234.wav,"Big Tom, bell in Christchurch College clock, striking 101 times.",291,,EC36X,"Christchurch College Clock, Oxford",5,3.0,clock,1808.7890625,904.39453125,1119.7265625,1808.7890625
07022065.wav,Domestic clock striking two o'clock. (Mid-perspective recording of domestic clock with bell.),11,,EC48F,Domestic Clock (Bell: Mid-Perspective),5,3.0,clock,9991.40625,6503.02734375,8225.68359375,9991.40625
07022066.wav,Domestic clock striking three o'clock. (Mid-perspective recording of domestic clock with bell.),12,,EC48F,Domestic Clock (Bell: Mid-Perspective),6,3.0,clock,9905.2734375,6546.09375,8182.6171875,9905.2734375
07022067.wav,Domestic clock striking four o'clock. (Mid-perspective recording of domestic clock with bell.),14,,EC48F,Domestic Clock (Bell: Mid-Perspective),7,3.0,clock,9948.33984375,6503.02734375,8182.6171875,9948.33984375
07022068.wav,Domestic clock striking five o'clock. (Mid-perspective recording of domestic clock with bell.),16,,EC48F,Domestic Clock (Bell: Mid-Perspective),8,3.0,clock,10077.5390625,6503.02734375,8225.68359375,10077.5390625
07022069.wav,Domestic clock striking six o'clock. (Mid-perspective recording of domestic clock with bell.),18,,EC48F,Domestic Clock (Bell: Mid-Perspective),9,3.0,clock,11240.33203125,6503.02734375,8225.68359375,11240.33203125
07070158.wav,French clock (late 19th Century) - strikes 12,18,Clocks: Striking,ECD104,Time - Clocks & Bells,15,3.0,clock,14642.578125,10938.8671875,10938.8671875,14642.578125
07070156.wav,English Walnut clock (1700) - strikes 12,16,Clocks: Striking,ECD104,Time - Clocks & Bells,13,3.0,clock,14039.6484375,9130.078125,9173.14453125,14039.6484375
07070154.wav,Cuckoo clock (1820) - strikes 12,34,Clocks: Cuckoo,ECD104,Time - Clocks & Bells,11,3.0,clock,10766.6015625,8010.3515625,8053.41796875,10766.6015625
07070153.wav,Bracket clock (1740) with gong - strikes 12,23,Clocks: Gong,ECD104,Time - Clocks & Bells,10,3.0,clock,2756.25,1378.125,1851.85546875,2756.25
07070148.wav,Bracket clock (1920) with Westminster chimes - strikes 12,59,Clocks: Chiming,ECD104,Time - Clocks & Bells,5,3.0,clock,2067.1875,1550.390625,1808.7890625,2067.1875
07070146.wav,Grandfather clock (1850) - strikes 12 (rapid),18,Clocks: Grandfather,ECD104,Time - Clocks & Bells,3,3.0,clock,10422.0703125,6675.29296875,8742.48046875,10422.0703125
07070145.wav,Grandfather clock (1750) - strikes 12,40,Clocks: Grandfather,ECD104,Time - Clocks & Bells,2,3.0,clock,11757.12890625,5857.03125,10163.671875,11757.12890625
07022064.wav,Domestic clock striking one o'clock. (Mid-perspective recording of domestic clock with bell.),8,,EC48F,Domestic Clock (Bell: Mid-Perspective),4,3.0,clock,9819.140625,6503.02734375,8182.6171875,9819.140625
07022099.wav,Domestic clock striking twelve o'clock. (Domestic clock with heavy double-strike mechanism.),37,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),3,3.0,clock,2756.25,1765.72265625,1894.921875,2756.25
07022100.wav,Domestic clock striking one o'clock. (Domestic clock with heavy double-strike mechanism.),15,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),4,3.0,clock,2670.1171875,1722.65625,1851.85546875,2670.1171875
07032129.wav,Emmanuel College clock striking one o'clock.,23,,EC212A,"Emmanuel College Clock, Cambridge",1,3.0,clock,2583.984375,1679.58984375,1722.65625,2583.984375
07022104.wav,Domestic clock striking five o'clock. (Domestic clock with heavy double-strike mechanism.),23,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),8,3.0,clock,2670.1171875,1765.72265625,1851.85546875,2670.1171875
07022105.wav,Domestic clock striking six o'clock. (Domestic clock with heavy double-strike mechanism.),25,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),9,3.0,clock,2670.1171875,1765.72265625,1851.85546875,2670.1171875
07022106.wav,Domestic clock striking seven o'clock. (Domestic clock with heavy double-strike mechanism.),26,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),10,3.0,clock,2670.1171875,1765.72265625,1851.85546875,2670.1171875
07022107.wav,Domestic clock striking eight o'clock. (Domestic clock with heavy double-strike mechanism.),28,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),11,3.0,clock,2756.25,1765.72265625,1851.85546875,2756.25
07022108.wav,Domestic clock striking nine o'clock. (Domestic clock with heavy double-strike mechanism.),30,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),12,3.0,clock,2756.25,1765.72265625,1851.85546875,2756.25
07022109.wav,Domestic clock striking ten o'clock. (Domestic clock with double-strike on wood.),24,,EC48K,Domestic Clock (Double-Strike On Wood),1,3.0,clock,2153.3203125,775.1953125,1291.9921875,2153.3203125
07022110.wav,Domestic clock striking eleven o'clock. (Domestic clock with double-strike on wood.),26,,EC48K,Domestic Clock (Double-Strike On Wood),2,3.0,clock,2153.3203125,775.1953125,1291.9921875,2153.3203125
07022111.wav,Domestic clock striking twelve o'clock. (Domestic clock with double-strike on wood.),28,,EC48K,Domestic Clock (Double-Strike On Wood),3,3.0,clock,2153.3203125,775.1953125,1335.05859375,2153.3203125
07022112.wav,Domestic clock striking one o'clock. (Domestic clock with double-strike on wood.),6,,EC48K,Domestic Clock (Double-Strike On Wood),4,3.0,clock,2196.38671875,775.1953125,1119.7265625,2196.38671875
07022113.wav,Domestic clock striking two o'clock. (Domestic clock with double-strike on wood.),7,,EC48K,Domestic Clock (Double-Strike On Wood),5,3.0,clock,2196.38671875,775.1953125,1205.859375,2196.38671875
07022114.wav,Domestic clock striking three o'clock. (Domestic clock with double-strike on wood.),10,,EC48K,Domestic Clock (Double-Strike On Wood),6,3.0,clock,2196.38671875,775.1953125,1205.859375,2196.38671875
07022115.wav,Domestic clock striking four o'clock. (Domestic clock with double-strike on wood.),12,,EC48K,Domestic Clock (Double-Strike On Wood),7,3.0,clock,2153.3203125,775.1953125,1205.859375,2153.3203125
07022103.wav,Domestic clock striking four o'clock. (Domestic clock with heavy double-strike mechanism.),20,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),7,3.0,clock,2670.1171875,1765.72265625,1851.85546875,2670.1171875
07022116.wav,Domestic clock striking five o'clock. (Domestic clock with double-strike on wood.),14,,EC48K,Domestic Clock (Double-Strike On Wood),8,3.0,clock,2153.3203125,775.1953125,1291.9921875,2153.3203125
07022118.wav,Domestic clock striking seven o'clock. (Domestic clock with double-strike on wood.),18,,EC48K,Domestic Clock (Double-Strike On Wood),10,3.0,clock,2110.25390625,775.1953125,1335.05859375,2110.25390625
07022119.wav,Domestic clock striking eight o'clock. (Domestic clock with double-strike on wood.),20,,EC48K,Domestic Clock (Double-Strike On Wood),11,3.0,clock,2153.3203125,775.1953125,1335.05859375,2153.3203125
07022120.wav,Domestic clock striking nine o'clock. (Domestic clock with double-strike on wood.),22,,EC48K,Domestic Clock (Double-Strike On Wood),12,3.0,clock,2153.3203125,775.1953125,1335.05859375,2153.3203125
07022121.wav,"Domestic clock striking quarter past the hour. (English domestic clock, manufactured 1810.)",23,,EC48L,"Domestic Clock (English, 1810)",1,3.0,clock,11326.46484375,7708.88671875,8053.41796875,11326.46484375
07022122.wav,"Domestic clock striking half past the hour. (English domestic clock, manufactured 1810.)",27,,EC48L,"Domestic Clock (English, 1810)",2,3.0,clock,13135.25390625,9302.34375,9345.41015625,13135.25390625
07022123.wav,"Domestic clock striking quarter to the hour. (English domestic clock, manufactured 1810.)",34,,EC48L,"Domestic Clock (English, 1810)",3,3.0,clock,10335.9375,8010.3515625,9302.34375,10335.9375
07022124.wav,"Domestic clock striking ten o'clock. (English domestic clock, manufactured 1810.)",36,,EC48L,"Domestic Clock (English, 1810)",4,3.0,clock,9517.67578125,6890.625,7062.890625,9517.67578125
07022125.wav,"Domestic clock striking eleven o'clock. (English domestic clock, manufactured 1810.)",37,,EC48L,"Domestic Clock (English, 1810)",5,3.0,clock,9517.67578125,6890.625,6933.69140625,9517.67578125
07022126.wav,"Domestic clock striking twelve o'clock. (English domestic clock, manufactured 1810.)",38,,EC48L,"Domestic Clock (English, 1810)",6,3.0,clock,9517.67578125,6890.625,6933.69140625,9517.67578125
07022127.wav,"Domestic clock striking one o'clock. (English domestic clock, manufactured 1810.)",26,,EC48L,"Domestic Clock (English, 1810)",7,3.0,clock,11326.46484375,7967.28515625,9388.4765625,11326.46484375
07022128.wav,"Domestic clock striking two o'clock. (English domestic clock, manufactured 1810.)",27,,EC48L,"Domestic Clock (English, 1810)",8,3.0,clock,9991.40625,7665.8203125,8613.28125,9991.40625
07022129.wav,"Domestic clock striking three o'clock. (English domestic clock, manufactured 1810.)",28,,EC48L,"Domestic Clock (English, 1810)",9,3.0,clock,9603.80859375,7105.95703125,8010.3515625,9603.80859375
07022117.wav,Domestic clock striking six o'clock. (Domestic clock with double-strike on wood.),16,,EC48K,Domestic Clock (Double-Strike On Wood),9,3.0,clock,2153.3203125,775.1953125,1291.9921875,2153.3203125
07016220.wav,New College clock striking eleven o'clock.,58,,EC36W,"Christchurch College Clock, Oxford",2,3.0,clock,2454.78515625,1076.66015625,1593.45703125,2454.78515625
07032157.wav,Christ's College clock striking twelve o'clock.,44,,EC212C,"Christ’S College Clock, Cambridge",12,3.0,clock,4694.23828125,2282.51953125,2325.5859375,4694.23828125
07032155.wav,Christ's College clock striking ten o'clock.,41,,EC212C,"Christ’S College Clock, Cambridge",10,3.0,clock,4651.171875,2282.51953125,2325.5859375,4651.171875
07032130.wav,Emmanuel College clock striking two o'clock.,24,,EC212A,"Emmanuel College Clock, Cambridge",2,3.0,clock,2540.91796875,1119.7265625,1722.65625,2540.91796875
07032131.wav,Emmanuel College clock striking three o'clock.,27,,EC212A,"Emmanuel College Clock, Cambridge",3,3.0,clock,2627.05078125,1679.58984375,1722.65625,2627.05078125
07032132.wav,Emmanuel College clock striking four o'clock.,29,,EC212A,"Emmanuel College Clock, Cambridge",4,3.0,clock,2627.05078125,1679.58984375,1722.65625,2627.05078125
07032133.wav,Emmanuel College clock striking five o'clock.,31,,EC212A,"Emmanuel College Clock, Cambridge",5,3.0,clock,2627.05078125,1679.58984375,2067.1875,2627.05078125
07032134.wav,Emmanuel College clock striking six o'clock.,33,,EC212A,"Emmanuel College Clock, Cambridge",6,3.0,clock,2627.05078125,1679.58984375,2067.1875,2627.05078125
07032135.wav,Emmanuel College clock striking seven o'clock.,36,,EC212A,"Emmanuel College Clock, Cambridge",7,3.0,clock,2627.05078125,1679.58984375,2110.25390625,2627.05078125
07032136.wav,Emmanuel College clock striking eight o'clock.,38,,EC212A,"Emmanuel College Clock, Cambridge",8,3.0,clock,2627.05078125,1679.58984375,2110.25390625,2627.05078125
07032137.wav,Emmanuel College clock striking nine o'clock.,40,,EC212A,"Emmanuel College Clock, Cambridge",9,3.0,clock,2627.05078125,1679.58984375,2110.25390625,2627.05078125
07032138.wav,Emmanuel College clock striking ten o'clock.,44,,EC212A,"Emmanuel College Clock, Cambridge",10,3.0,clock,2627.05078125,1679.58984375,2067.1875,2627.05078125
07032139.wav,Emmanuel College clock striking eleven o'clock.,45,,EC212A,"Emmanuel College Clock, Cambridge",11,3.0,clock,2627.05078125,1679.58984375,2067.1875,2627.05078125
07032140.wav,Emmanuel College clock striking twelve o'clock.,49,,EC212A,"Emmanuel College Clock, Cambridge",12,3.0,clock,2627.05078125,1679.58984375,2067.1875,2627.05078125
07032141.wav,"Emmanuel College clock striking twelve o'clock, into general background. (Recorded in quadrangle.)",214,,EC212B,Cambridge,1,3.0,clock,1033.59375,387.59765625,559.86328125,1033.59375
07032156.wav,Christ's College clock striking eleven o'clock.,42,,EC212C,"Christ’S College Clock, Cambridge",11,3.0,clock,4694.23828125,2282.51953125,2454.78515625,4694.23828125
07032142.wav,Christ's College clock striking quarter past the hour.,11,,EC212B,Cambridge,2,3.0,clock,3445.3125,1894.921875,1937.98828125,3445.3125
07032144.wav,Christ's College clock striking quarter to the hour.,14,,EC212B,Cambridge,4,3.0,clock,5986.23046875,1937.98828125,3143.84765625,5986.23046875
07032146.wav,Christ's College clock striking one o'clock.,23,,EC212C,"Christ’S College Clock, Cambridge",1,3.0,clock,4608.10546875,1894.921875,3100.78125,4608.10546875
07032147.wav,Christ's College clock striking two o'clock.,28,,EC212C,"Christ’S College Clock, Cambridge",2,3.0,clock,4651.171875,1937.98828125,2325.5859375,4651.171875
07032148.wav,Christ's College clock striking three o'clock.,30,,EC212C,"Christ’S College Clock, Cambridge",3,3.0,clock,4651.171875,2239.453125,2325.5859375,4651.171875
07032149.wav,Christ's College clock striking four o'clock.,32,,EC212C,"Christ’S College Clock, Cambridge",4,3.0,clock,4651.171875,2282.51953125,2325.5859375,4651.171875
07032150.wav,Christ's College clock striking five o'clock.,34,,EC212C,"Christ’S College Clock, Cambridge",5,3.0,clock,4651.171875,2282.51953125,2325.5859375,4651.171875
07032151.wav,Christ's College clock striking six o'clock.,34,,EC212C,"Christ’S College Clock, Cambridge",6,3.0,clock,4651.171875,2282.51953125,2325.5859375,4651.171875
07022101.wav,Domestic clock striking two o'clock. (Domestic clock with heavy double-strike mechanism.),17,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),5,3.0,clock,2670.1171875,1765.72265625,1851.85546875,2670.1171875
07032152.wav,Christ's College clock striking seven o'clock.,36,,EC212C,"Christ’S College Clock, Cambridge",7,3.0,clock,4651.171875,2282.51953125,2325.5859375,4651.171875
